Counts_SAQuant_Day_0_1_1	Counts_SAQuant_Day_0_2_1	Counts_SAQuant_Day_0_3_1	Counts_SAQuant_Day_7_1_1	Counts_SAQuant_Day_7_2_1	Counts_SAQuant_Day_7_3_1
LVRN	124	99	96	64	69	68
LXN	833	654	605	1156	1187	1227
LY6D	635	602	489	36	46	52
LY6E	10503	9168	8245	6772	6932	7152
LY6G5B	174	148	148	230	231	203
LY6G5C	130	92	75	88	84	91
LY6G6C	15	13	18	1	6	0
LY6G6D	1	4	0	0	0	0
LY6G6E	0	0	0	3	0	1
LY6G6F	0	0	0	0	2	1
LY6H	80	66	63	25	32	31
LY6K	6837	6069	5673	4877	5080	5158
LY75	935	753	703	258	364	291
LY86	0	0	0	0	0	0
LY9	8	7	12	6	8	7
LY96	383	292	290	600	584	627
LYAR	4411	3954	3713	2442	2515	2668
LYG1	108	78	86	65	65	73
LYG2	12	11	20	16	8	6
LYL1	2	3	2	1	5	0
LYN	4110	3557	3424	1198	1208	1281
LYNX1	1586	1382	1270	1319	1364	1452
LYPD1	210	178	167	118	95	79
LYPD2	2	0	1	1	0	0
LYPD3	701	621	571	74	87	105
LYPD4	4	1	1	3	1	0
LYPD5	205	169	157	102	104	129
LYPD6	407	321	334	392	395	406
LYPD6B	67	67	61	86	76	95
LYPD8	0	0	0	0	0	1
LYPLA1	6425	6011	5558	3569	4377	3698
LYPLA2	6931	6025	5634	3571	3716	3734
LYPLA2P2	1	6	1	0	1	2
LYPLAL1	972	868	799	824	763	837
LYRM1	1193	966	972	439	455	522
LYRM2	1877	1632	1561	1707	1632	1859
LYRM4	1212	1019	1016	908	949	1028
LYRM5	1658	1480	1346	1580	1695	1608
LYRM7	1721	1531	1540	1638	1744	1746
LYRM9	40	33	26	36	40	55
LYSMD1	827	765	726	673	783	771
LYSMD2	77	62	66	208	195	206
LYSMD3	1591	1537	1506	1237	1363	1390
LYSMD4	271	282	264	235	219	247
LYST	2493	2224	2074	1938	1960	2040
LYVE1	0	2	0	4	6	0
LYZ	27	23	15	69	77	91
LYZL1	0	0	0	0	0	0
LYZL2	0	1	1	0	1	0
LYZL4	0	0	0	0	0	1
LYZL6	21	17	13	7	5	8
LZIC	2592	2302	2234	2063	2021	2231
LZTFL1	1369	1219	1051	1082	1052	1122
LZTR1	2169	1979	1885	2176	2225	2324
LZTS1	83	61	58	64	64	63
LZTS2	2556	2269	1998	3600	3741	3871
LZTS3	201	152	137	348	354	330
M1AP	28	23	30	23	18	23
M6PR	5975	5268	4992	4844	4922	5197
MAATS1	56	50	46	135	106	122
MAB21L1	1	1	0	0	0	0
MAB21L2	1	2	0	3	2	3
MAB21L3	2040	1880	1693	1870	2179	2154
MACC1	2800	2518	2304	332	340	361
MACF1	22095	18810	18102	17007	17373	18414
MACROD1	2098	2000	1787	945	996	1048
MACROD2	506	477	457	1076	1172	1125
MAD1L1	1268	1109	1103	951	1017	969
MAD2L1	9578	8529	8065	3890	4277	4312
MAD2L1BP	2163	1966	1783	1604	1498	1628
MAD2L2	1233	1012	952	895	936	975
MADCAM1	4	8	3	3	4	3
MADD	2853	2431	2345	2511	2675	2695
MAEA	8929	7926	7547	7259	7463	7865
MAEL	14817	12667	12292	8643	8714	9331
MAF	305	256	227	1134	1300	1162
MAF1	8503	7420	6946	7254	7454	7973
MAFA	24	31	19	11	9	13
MAFB	45	36	35	23	20	30
MAFF	957	858	764	397	425	431
MAFG	5652	5086	4807	4906	5168	5364
MAFK	2207	1990	1756	1037	1086	1165
MAFTRR	8	10	6	13	10	13
MAG	27	29	16	51	60	49
MAGEA1	805	668	663	721	660	709
MAGEA10	45	29	36	52	38	47
MAGEA11	0	1	0	1	0	1
MAGEA12	4427	3908	3731	3748	3826	4131
MAGEA2	3230	2859	2565	2636	2680	2773
MAGEA2B	2861	2490	2264	2277	2285	2334
MAGEA3	9308	8400	7732	6373	6583	6858
MAGEA4	0	0	0	0	0	0
MAGEA5	2	3	2	1	0	0
MAGEA6	7010	6105	5811	5016	5309	5415
MAGEA8	3424	2930	2751	2120	2175	2293
MAGEA9	0	1	0	1	0	0
MAGEA9B	0	0	0	0	1	0
MAGEB1	0	0	0	0	0	0
MAGEB10	63	59	65	55	63	52
MAGEB16	0	0	0	0	0	0
MAGEB17	5	4	2	4	13	8
MAGEB18	0	3	0	1	1	0
MAGEB2	2	3	2	3	3	6
MAGEB3	0	1	0	3	1	1
MAGEB4	3	0	0	1	0	0
MAGEB5	0	0	0	0	0	0
MAGEB6	8	13	2	5	7	9
MAGEC1	0	2	1	0	2	3
MAGEC2	0	0	0	0	0	0
MAGEC3	10	8	9	18	20	23
MAGED1	8730	7419	7100	10876	11246	11721
MAGED2	6397	5521	5127	13997	14377	14965
MAGED4	0	0	0	0	0	0
MAGED4B	0	0	0	0	0	0
MAGEE1	16	6	8	11	11	2
MAGEE2	0	0	0	0	0	0
MAGEF1	4119	3809	3465	2290	2343	2320
MAGEH1	253	211	216	400	457	467
MAGEL2	0	0	0	0	1	0
MAGI1	1527	1278	1266	1115	1117	1236
MAGI2	80	68	57	91	107	107
MAGI3	3959	3491	3305	1766	1780	1978
MAGIX	228	221	162	91	79	89
MAGOH	2474	2091	1902	1498	1532	1569
MAGOH2P	24	22	12	20	25	21
MAGOHB	930	852	749	663	674	729
MAGT1	5697	5213	4718	5070	5260	5497
MAJIN	195	201	154	110	140	114
MAK	192	174	178	87	86	97
MAK16	3761	3414	3371	2374	2403	2465
MAL	0	0	1	0	0	0
MAL2	44695	39020	36467	6497	6259	6733
MALAT1	32743	29513	25710	54595	52776	54217
MALL	5639	5055	4669	1127	1079	1180
MALRD1	13	9	10	3	1	2
MALSU1	1336	1205	1143	755	884	873
MALT1	2122	1723	1812	708	681	752
MAMDC2	581	488	449	1239	1281	1343
MAMDC4	756	654	656	626	685	606
MAML1	4387	3799	3592	3852	3958	4095
MAML2	2858	2549	2355	2582	2674	2805
MAML3	909	800	769	860	958	950
MAMLD1	769	696	660	951	974	998
MAMSTR	85	42	48	38	40	49
MAN1A1	677	558	537	1838	2074	2091
MAN1A2	3232	2883	2755	3118	3288	3420
MAN1B1	7907	6638	6222	8994	9434	9890
MAN1C1	93	68	75	115	143	159
MAN2A1	7819	6827	6506	6746	6693	7069
MAN2A2	2178	1947	1830	1632	1617	1720
MAN2B1	1815	1615	1436	2123	2139	2304
MAN2B2	7022	6076	5710	10386	10361	10905
MAN2C1	3348	2897	2753	4481	4701	4595
MANBA	1639	1426	1342	1410	1408	1565
MANBAL	2743	2327	2222	2338	2348	2500
MANEA	902	801	769	859	914	881
MANEAL	1147	1018	967	889	840	897
MANF	5076	4460	4092	2936	2841	3048
MANSC1	421	392	373	321	295	303
MANSC4	6	3	5	6	2	4
MAOA	3384	2854	2704	2950	2873	3212
MAOB	62	30	28	63	56	48
MAP10	304	285	284	263	311	300
MAP1A	135	116	98	1120	1126	1200
MAP1B	1693	1599	1451	2561	2524	2750
MAP1LC3A	1	4	1	4	3	4
MAP1LC3B	6407	5302	5242	6890	6935	7347
MAP1LC3B2	7	5	3	11	21	13
MAP1LC3C	10	11	9	82	88	93
MAP1S	1473	1322	1285	1255	1232	1281
MAP2	1387	1191	1032	3681	3875	3906
MAP2K1	5075	4389	4268	2152	2270	2385
MAP2K2	3142	2799	2610	2516	2650	2769
MAP2K3	3390	2882	2696	2114	2197	2371
MAP2K4	4652	4050	3948	2990	2936	3052
MAP2K4P1	7	4	5	16	19	19
MAP2K5	593	539	470	550	634	564
MAP2K6	988	826	850	507	542	570
MAP2K7	2262	2096	1875	2004	2155	2152
MAP3K1	2080	1833	1787	2052	2154	2233
MAP3K10	476	451	375	268	346	333
MAP3K11	4616	3991	3703	3608	3654	3708
MAP3K12	731	670	635	1651	1770	1854
MAP3K13	2115	1864	1737	1364	1405	1541
MAP3K14	996	887	834	1040	1092	1101
MAP3K15	29	16	12	24	34	28
MAP3K19	1	0	4	3	4	2
MAP3K2	6222	5215	5282	5474	5399	5838
MAP3K3	1912	1550	1557	2198	2266	2359
MAP3K4	1923	1613	1541	1276	1289	1376
MAP3K5	1578	1423	1320	1122	1168	1197
MAP3K6	1288	1172	1073	758	716	776
MAP3K7	1798	1601	1446	1643	1666	1766
MAP3K7CL	37	23	40	32	42	38
MAP3K8	343	289	271	258	284	276
MAP3K9	7827	6783	6548	1980	1966	2187
MAP4	13966	11788	11515	14448	15222	15767
MAP4K1	85	98	74	26	28	29
MAP4K2	1626	1395	1355	935	920	963
MAP4K3	2403	2009	1928	1774	1947	2028
MAP4K4	12230	10562	10231	9332	9560	9911
MAP4K5	8242	7322	7083	5258	5279	5745
MAP6	125	120	104	289	250	333
MAP6D1	105	132	109	119	121	129
MAP7	1850	1725	1512	328	372	371
MAP7D1	6231	5515	5264	5940	5968	6409
MAP7D2	3090	2680	2651	1544	1609	1616
MAP7D3	2172	1835	1804	2456	2500	2653
MAP9	4108	3466	3444	2479	2698	2624
MAPK1	9677	8408	8013	9731	9701	10375
MAPK10	68	63	50	343	384	426
MAPK11	100	90	81	155	175	145
MAPK12	1055	990	850	923	1023	1051
MAPK13	8794	7436	7260	2587	2574	2770
MAPK14	4497	3773	3711	3284	3237	3649
MAPK15	2430	2120	1881	1784	1853	1724
MAPK1IP1L	8699	7819	7298	8106	8292	8348
MAPK3	3467	3075	3035	2367	2543	2721
MAPK4	0	0	0	0	0	0
MAPK6	7175	6173	5964	4399	4468	4595
MAPK7	1217	1042	1010	892	966	983
MAPK8	1847	1693	1543	1356	1399	1483
MAPK8IP1	404	362	308	382	392	393
MAPK8IP2	17	22	18	19	32	21
MAPK8IP3	4855	4384	3945	5846	6365	6530
MAPK9	9020	7700	7641	5170	4935	5266
MAPKAP1	8223	7000	6926	6659	6616	7136
MAPKAPK2	5443	4631	4277	3542	3676	3746
MAPKAPK3	7044	6210	5809	4343	4527	4498
MAPKAPK5	3168	2826	2766	2271	2354	2465
MAPKBP1	1293	1099	974	1949	1934	2099
MAPRE1	11000	9750	9325	8386	8182	8943
MAPRE2	1526	1343	1335	1983	2065	2120
MAPRE3	1006	860	803	698	687	671
MAPT	8	12	10	23	20	25
MARC1	256	196	202	41	54	63
MARC2	10	5	7	7	14	7
MARCH1	531	436	480	517	590	579
MARCH10	47	46	40	8	9	5
MARCH11	0	0	0	0	0	0
MARCH2	384	327	340	384	469	441
MARCH3	128	129	104	140	155	153
MARCH4	28	27	21	53	78	71
MARCH5	2817	2487	2367	1112	1191	1245
MARCH6	13889	11859	11387	12971	13307	14220
MARCH7	4709	4015	3895	3821	4138	4052
MARCH8	634	560	523	828	834	949
MARCH9	978	800	687	610	601	636
MARCKS	8156	7703	7081	7410	7683	7966
MARCKSL1	14079	12499	11802	10951	10973	11616
MARCO	0	0	0	0	0	0
MARK1	0	2	0	1	0	1
MARK2	6182	5399	5064	2850	2956	3046
MARK2P9	4	1	3	1	1	2
MARK3	7439	6420	6274	4783	4696	5142
MARK4	1843	1603	1438	1761	1779	1865
MARS	15735	13726	13055	8234	8456	8842
MARS2	842	774	730	647	614	636
MARVELD1	1691	1511	1332	1715	1734	1896
MARVELD2	1125	918	867	304	343	312
MARVELD3	1082	874	878	155	139	160
MAS1	0	0	0	0	0	0
MAS1L	0	1	0	0	0	0
MASP1	167	152	151	171	173	168
MASP2	209	229	234	398	345	378
MAST1	494	430	433	382	402	375
MAST2	6135	5382	5153	6834	7296	7474
MAST3	492	367	365	594	685	658
MAST4	1149	981	920	380	387	395
MASTL	2260	1929	1922	1337	1262	1383
MAT1A	1	0	0	0	1	0
MAT2A	22830	19771	19671	20488	20504	21897
MAT2B	3400	3016	2974	3083	3092	3067
MATK	0	0	1	2	2	2
MATN1	17	24	21	18	22	31
MATN2	114	74	105	717	720	746
MATN3	27	21	16	31	35	25
MATN4	14	8	13	6	7	6
MATR3	27646	24340	23398	21804	22380	23071
MAU2	2620	2453	2276	3175	3355	3367
MAVS	11768	10101	9715	9565	10062	10806
MAX	2998	2660	2472	3086	3238	3222
MAZ	9358	8364	7522	8345	8702	8910
MB	3098	2667	2357	207	250	207
MB21D1	1038	919	930	471	463	513
MB21D2	154	147	145	242	245	249
MBD1	2662	2280	2173	2175	2248	2241
MBD2	2838	2676	2598	1521	1645	1639
MBD3	2873	2601	2400	2925	2984	3003
MBD3L1	1	0	0	0	0	0
MBD3L2	0	0	0	0	0	0
MBD3L3	0	0	0	0	0	0
MBD3L4	0	0	0	0	0	0
MBD3L5	0	0	0	0	0	0
MBD4	2573	2230	2181	1714	1708	1804
MBD5	1268	1025	990	1458	1490	1673
MBD6	3089	2779	2480	3232	3602	3426
MBIP	3620	3256	3010	3534	3639	3766
MBL1P	8	8	6	11	16	15
MBL2	0	0	0	0	0	0
MBLAC1	56	48	38	65	85	75
MBLAC2	462	409	384	412	470	442
MBNL1	9816	8745	8608	8472	8732	9048
MBNL2	4280	3500	3517	4387	4503	4832
MBNL3	2003	1781	1781	2235	2277	2383
MBOAT1	2839	2427	2294	854	874	903
MBOAT2	14842	12698	12096	5763	5753	6212
MBOAT4	16	20	7	17	13	9
MBOAT7	2349	2075	2006	1972	2138	2091
MBP	4082	3555	3649	760	747	733
MBTD1	2684	2291	2164	2029	2220	2313
MBTPS1	19691	16486	15984	22648	23299	24721
MBTPS2	3795	3281	3224	3023	3103	3322
MC1R	499	429	364	586	601	592
MC2R	22	23	18	11	11	20
MC3R	0	0	0	0	0	0
MC4R	0	0	0	2	0	2
MC5R	10	8	8	7	15	10
MCAM	48	34	31	79	89	82
MCAT	1182	1032	1024	717	725	701
MCC	636	547	481	1022	1053	1207
MCCC1	2316	1939	1996	1444	1493	1550
MCCC2	10550	9091	8814	5444	5391	5994
MCCD1	4	4	3	5	1	6
MCEE	640	597	517	297	336	324
MCEMP1	1	0	0	2	1	1
MCF2	8	11	10	9	11	16
MCF2L	2259	2002	1862	477	549	557
MCF2L2	155	132	126	68	60	56
MCFD2	15645	13542	13166	13197	13059	14234
MCHR1	4	1	0	0	4	3
MCHR2	22	15	12	16	12	14
MCIDAS	158	156	148	63	66	77
MCL1	31536	27207	25464	19163	19257	20660
MCM10	2227	1965	1932	1288	1306	1278
MCM2	13076	11739	11123	7112	7509	7714
MCM3	17539	15519	14776	9662	9826	10165
MCM3AP	6572	5531	5280	5709	5936	6378
MCM4	30403	26944	26035	16513	15852	17118
MCM5	8066	7411	6926	4669	4861	4965
MCM6	9329	8148	8329	5869	5447	6035
MCM7	21774	19459	18079	12160	12491	12775
MCM8	3638	3076	3036	2283	2251	2368
MCM9	563	479	477	486	527	579
MCMBP	4788	4198	4110	2938	2925	3168
MCMDC2	386	297	293	215	230	231
MCOLN1	509	439	424	556	614	554
MCOLN2	268	260	252	223	185	227
MCOLN3	301	234	280	280	255	278
MCPH1	1253	1072	1070	905	932	1004
MCRIP1	2077	1911	1591	3011	3005	3233
MCRIP2	1986	1821	1647	1330	1360	1495
MCRS1	3366	2989	2801	2747	2811	2880
MCTP1	1071	933	914	398	442	494
MCTP2	1918	1604	1610	351	351	411
MCTS1	4631	4085	3717	2763	2611	2888
MCU	3571	3200	2984	1796	1766	1943
MCUB	946	708	761	707	705	706
MCUR1	2816	2502	2362	1577	1653	1774
MDC1	7922	7023	6615	3807	3874	4187
MDFI	1142	972	842	502	482	509
MDFIC	1909	1732	1645	3157	3797	3417
MDGA1	62	66	54	91	111	110
MDGA2	0	0	1	4	5	3
MDH1	11585	9977	9630	7442	7547	7915
MDH1B	284	220	256	312	285	318
MDH2	14510	12541	11926	8968	9224	9635
MDK	12797	11333	9814	17453	18630	19174
MDM1	753	598	655	564	607	598
MDM2	4088	3590	3447	2519	2454	2579
MDM4	2982	2485	2567	2628	2599	2735
MDN1	7314	6274	6252	4196	4197	4652
MDP1	1234	1112	1034	1042	1090	1139
MDS2	2	1	1	4	2	5
ME1	3582	3099	3038	1862	1888	1986
ME2	3041	2540	2491	1688	1704	1914
ME3	1184	1051	934	1043	1134	1078
MEA1	3095	2759	2526	2297	2385	2460
MEAF6	3760	3308	3226	2757	2983	2871
MEAT6	0	0	0	0	0	0
MECOM	2486	2218	2122	2949	3135	3282
MECP2	6782	5872	5571	5942	5955	6446
MECR	1679	1405	1349	1266	1388	1417
MED1	9655	8670	8421	7256	7296	7945
MED10	2534	2079	2028	1836	1916	1992
MED11	327	300	279	376	391	414
MED12	2604	2259	2192	2555	2842	3032
MED12L	246	217	211	121	135	127
MED13	13712	11637	11495	11447	11734	12456
MED13L	5540	4917	4822	5740	6271	6446
MED14	6013	5401	5160	3963	4092	4390
MED14OS	74	80	51	70	56	63
MED15	4674	4330	3933	4059	4314	4463
MED15P9	33	28	21	35	33	58
MED16	1885	1656	1524	1887	2043	2140
MED17	2420	2100	2036	2351	2308	2456
MED18	1073	906	875	499	546	612
MED19	950	851	807	1079	1055	1145
MED20	1947	1705	1670	1438	1443	1499
MED21	1624	1530	1379	1277	1294	1331
MED22	6028	5232	4967	4350	4474	4692
MED23	2626	2192	2108	1819	1811	1867
MED24	3871	3336	3161	4533	4815	4901
MED25	2629	2383	2276	1831	1917	2024
MED26	557	537	506	521	478	550
MED27	2373	2031	1971	1249	1212	1308
MED28	7141	6138	5804	5509	5697	6144
MED29	4084	3528	3412	4396	4539	4728
MED30	1508	1342	1211	742	737	730
MED31	828	750	696	571	590	616
MED4	2922	2615	2409	2302	2150	2404
MED6	2639	2253	2196	2044	2037	2228
MED7	590	506	444	420	429	479
MED8	1802	1562	1475	1218	1217	1271
MED9	1281	1127	1070	1134	1081	1345
MEDAG	8	6	9	101	102	116
MEF2A	2713	2386	2232	2570	2749	2821
MEF2B	93	66	69	84	55	79
MEF2C	1828	1589	1561	3108	3351	3398
MEF2D	4441	3905	3612	4432	4615	4855
MEFV	108	74	102	65	56	95
MEG3	18	14	20	13	11	13
MEG8	0	0	0	0	0	0
MEG9	0	0	0	0	0	0
MEGF10	162	142	106	86	90	94
MEGF11	13	18	21	21	19	15
MEGF6	2846	2638	2399	3358	3645	3636
MEGF8	4142	3734	3234	5584	5958	6179
MEGF9	1918	1613	1598	2009	1969	2239
MEI1	31	38	27	73	97	81
MEI4	1	4	3	3	2	2
MEIG1	6	9	4	1	4	4
MEIKIN	0	0	1	0	0	0
MEIOB	3505	3018	2999	1756	1640	1838
MEIOC	1732	1523	1441	671	668	728
MEIS1	505	470	389	362	403	439
MEIS2	1098	918	985	1065	1104	1274
MEIS3	80	104	72	368	406	400
MEIS3P1	1086	949	896	1187	1251	1263
MELK	4283	3578	3559	2035	1871	2110
MELTF	1196	1008	960	871	907	935
MEMO1	1986	1704	1608	1619	1548	1636
MEN1	2925	2596	2429	2255	2374	2414
MEOX1	1	0	0	1	0	0
MEOX2	2	8	5	5	10	8
MEP1A	7	1	2	0	1	0
MEP1B	3	1	5	1	3	5
MEPCE	3725	3263	3103	4160	4374	4501
MEPE	3	1	1	2	3	2
MERTK	1532	1281	1283	1528	1724	1824
MESDC1	664	594	544	302	326	326
MESDC2	4246	3725	3456	3117	3152	3284
MESP1	13	21	19	12	20	16
MESP2	2	5	2	0	1	1
MEST	7024	6097	5932	3966	3874	4144
MESTIT1	44	36	20	27	25	37
MET	27396	22960	22921	13845	13243	14766
METAP1	8710	7455	7348	5404	5173	5790
METAP1D	1649	1395	1314	1746	1735	1801
METAP2	10105	8802	8519	7650	7419	7806
METRN	3171	2923	2591	4920	5108	5178
METRNL	1254	1028	967	1257	1285	1378
METTL1	904	768	794	721	772	741
METTL10	1002	944	884	540	514	618
METTL11B	2	1	0	3	0	3
METTL12	118	134	112	136	126	125
METTL13	3828	3280	3177	2542	2497	2720
METTL14	3383	2928	2672	3176	3069	3443
METTL15	673	621	552	660	730	729
METTL16	2739	2273	2195	2377	2448	2565
METTL17	3672	3202	2904	2974	3137	3287
METTL18	844	687	648	428	434	461
METTL21A	3360	2967	2753	3085	3340	3373
METTL21B	906	769	752	752	695	741
METTL21C	2	1	0	1	1	1
METTL21EP	27	47	34	40	38	37
METTL22	815	681	637	580	650	656
METTL23	2116	1756	1653	1489	1483	1573
METTL24	1	0	0	0	1	1
METTL25	157	155	151	272	282	289
METTL26	3874	3640	3234	3719	3862	4093
METTL2A	2525	2171	2017	1510	1613	1771
METTL2B	1606	1348	1231	1117	1190	1259
METTL3	6765	5777	5472	4691	4884	5126
METTL4	1758	1587	1448	983	974	1052
METTL5	2288	1882	1914	1007	960	1160
METTL6	1203	1006	1043	977	990	1123
METTL7A	1480	1266	1249	2122	2162	2349
METTL7B	451	381	386	325	336	376
METTL8	1488	1309	1210	1089	1091	1211
METTL9	3919	3442	3181	2965	2865	3233
MEX3A	4946	4296	4098	3845	3875	4072
MEX3B	32	31	34	152	148	144
MEX3C	3078	2596	2585	2204	2120	2398
MEX3D	2387	2277	2004	1249	1330	1376
MFAP1	2558	2247	2227	2496	2496	2581
MFAP2	141	122	98	196	179	187
MFAP3	2896	2379	2326	2806	2844	3085
MFAP3L	83	82	84	57	43	65
MFAP4	23	16	12	13	18	12
MFAP5	17	13	7	7	13	13
MFF	2792	2479	2367	2582	2611	2736
MFGE8	3278	2923	2717	3413	3531	3610
MFHAS1	1471	1243	1188	717	674	754
MFN1	2668	2134	2089	2098	2071	2319
MFN2	8480	7339	7170	7141	7355	7900
MFNG	56	51	62	26	39	44
MFRP	0	0	0	0	0	0
MFSD1	2167	1925	1852	2157	2078	2211
MFSD10	5415	4859	4383	6261	6650	6618
MFSD11	1020	919	955	776	781	817
MFSD12	1257	1042	976	984	1085	1161
MFSD13A	231	196	189	133	160	153
MFSD13B	10	5	6	5	11	11
MFSD14A	4430	3914	3672	3363	3286	3646
MFSD14B	7924	7088	6479	4377	4606	4742
MFSD14C	298	255	268	170	191	212
MFSD2A	472	492	433	151	183	167
MFSD2B	9	7	7	8	9	18
MFSD3	2235	1965	1891	808	865	893
MFSD4A	1148	952	913	174	152	149
MFSD4B	260	223	222	204	203	204
MFSD5	1121	1057	1032	911	863	983
MFSD6	3549	3084	2857	3040	3187	3182
MFSD6L	0	0	0	0	0	0
MFSD7	81	83	70	111	137	135
MFSD8	1657	1414	1327	1131	1206	1241
MFSD9	771	689	684	640	574	636
MGA	9377	7839	7747	7241	7160	7775
MGAM	4	6	8	12	10	15
MGAM2	3	4	1	4	3	3
MGARP	13	11	13	9	5	9
MGAT1	3021	2627	2449	3067	3068	3356
MGAT2	3646	3190	3162	3422	3647	3592
MGAT3	5	3	3	2	2	1
MGAT4A	325	262	273	190	193	219
MGAT4B	7808	6673	6283	7191	7567	7872
MGAT4C	1	1	0	7	2	10
MGAT4D	0	0	0	0	1	0
MGAT4EP	41	33	36	44	34	50
MGAT5	2097	1769	1704	2146	2182	2306
MGAT5B	2631	2426	2047	2219	2291	2395
MGC12916	6	8	10	17	14	14
MGC15885	0	0	0	0	1	0
MGC16025	4	4	1	2	0	0
MGC16275	45	35	40	50	59	53
MGC27345	1059	986	923	903	909	1014
MGC27382	0	0	1	3	0	0
MGC2889	63	57	51	65	88	74
MGC32805	2	9	7	0	6	3
MGC34796	0	0	1	0	1	0
MGC45922	6	4	2	4	5	4
MGC57346	2234	1856	1748	1328	1373	1463
MGC72080	267	246	242	203	221	261
MGEA5	8583	7521	7336	10717	10990	11517
MGLL	6773	5848	5425	3744	3946	4111
MGME1	4466	4014	3919	2838	2629	2910
MGMT	1324	1164	1101	984	956	998
MGP	25	22	34	11	7	7
MGRN1	4589	4086	3797	4242	4447	4496
MGST1	5330	4538	4381	2910	2878	3190
MGST2	1255	1063	1034	657	661	722
MGST3	2150	1854	1638	1760	1778	1880
MHRT	0	0	0	0	0	0
MIA	2	5	2	1	0	2
MIA2	0	0	0	0	0	0
MIA3	3371	2815	2660	2889	2891	3041
MIAT	36	29	34	38	21	38
MIATNB	108	107	119	114	153	163
MIB1	5901	5044	5037	3696	3870	3823
MIB2	523	455	366	775	879	956
MICA	977	810	761	657	622	659
MICAL1	325	328	249	597	573	610
MICAL2	5175	4431	4324	1805	1859	1878
MICAL3	4675	4051	3976	4744	4901	5203
MICALCL	106	86	77	13	20	18
MICALL1	1999	1628	1482	1308	1341	1414
MICALL2	3004	2655	2292	2287	2467	2434
MICB	760	606	626	440	408	448
MICU1	2552	2141	2055	2029	2008	2213
MICU2	4150	3570	3422	3255	3117	3524
MICU3	0	0	0	0	0	0
MID1	6423	5387	5195	3355	3428	3694
MID1IP1	6541	5798	5142	2552	2728	2762
MID2	349	306	274	180	182	199
MIDN	4667	4155	3798	2516	2642	2649
MIEF1	5342	4501	4362	4092	3919	4369
MIEF2	1564	1313	1248	675	680	725
MIEN1	1360	1234	1029	1172	1286	1331
MIER1	1983	1779	1626	1486	1812	1656
MIER2	1008	976	878	788	823	850
MIER3	1920	1712	1621	1322	1262	1335
MIF	21294	19980	17882	10070	10550	10715
MIF4GD	1035	884	795	480	481	502
MIGA1	1759	1457	1470	1712	1743	1759
MIGA2	2694	2526	2099	2002	2125	2140
MIIP	976	958	785	438	489	502
MILR1	100	78	83	42	48	61
MIMT1	0	0	0	0	0	0
MINA	1792	1508	1465	1058	1101	1082
MINCR	735	591	555	492	472	444
MINK1	4275	4036	3556	3640	3922	3921
MINOS1	4018	3345	3242	2681	2549	2832
MINOS1P1	11	7	17	22	15	18
MINPP1	764	592	605	768	757	800
MIOS	2006	1731	1687	1245	1162	1381
MIOX	19	11	12	2	8	8
MIP	8	14	9	11	14	12
MIPEP	1029	953	890	619	628	633
MIPEPP3	85	65	76	79	79	83
MIPOL1	1528	1333	1222	994	949	1016
MIR100	0	0	0	1	0	0
MIR100HG	2496	2244	2158	1922	1926	1986
MIR103A1	0	0	0	0	0	0
MIR103A2	3	4	4	15	12	9
MIR103B1	0	0	1	0	0	0
MIR103B2	0	0	0	0	0	0
MIR106A	0	0	0	0	0	0
MIR106B	15	10	8	29	23	22
MIR107	0	0	0	0	0	0
MIR10A	0	0	0	0	0	0
MIR10B	0	0	0	0	0	0
MIR1178	0	0	0	0	1	0
MIR1179	0	0	0	0	0	0
MIR1180	2	1	1	4	3	5
MIR1181	0	0	0	0	0	0
MIR1182	0	0	0	0	0	0
MIR1183	0	0	0	0	0	0
MIR1193	0	0	0	0	0	0
MIR1197	0	0	0	0	0	0
MIR1199	0	0	0	0	0	0
MIR1200	0	0	0	0	0	0
MIR1202	0	0	0	0	0	0
MIR1203	0	0	0	0	0	0
MIR1204	5	6	16	6	3	6
MIR1205	0	0	0	1	0	2
MIR1206	2	0	0	0	3	0
MIR1207	1	0	0	1	0	0
MIR1208	11	9	5	4	2	8
MIR122	0	0	0	0	0	0
MIR1224	0	0	0	0	0	0
MIR1225	1	0	0	0	0	0
MIR1226	0	0	0	0	0	0
MIR1227	0	2	1	1	1	3
MIR1228	0	0	0	0	0	0
MIR1229	0	0	0	0	0	0
MIR1231	0	0	0	1	0	0
MIR1234	0	0	0	0	0	0
MIR1236	0	0	0	0	1	0
MIR1237	0	0	0	0	0	0
MIR1238	0	0	0	0	0	0
MIR1243	0	0	0	0	0	0
MIR1245A	0	0	0	0	0	0
MIR1245B	0	0	0	0	0	1
MIR1246	0	0	0	0	0	0
MIR1247	0	0	0	0	0	0
MIR1248	8	6	4	8	4	7
MIR1249	7	3	6	0	2	3
MIR1250	0	0	0	0	0	0
MIR1251	0	0	0	0	0	0
MIR1252	0	0	0	0	0	0
MIR1253	0	0	0	0	0	0
MIR1255A	0	0	1	0	0	0
MIR1255B1	0	0	0	0	0	0
MIR1255B2	14	12	19	18	11	14
MIR1256	0	0	0	0	0	0
MIR1257	4	1	1	0	0	1
MIR1258	0	0	0	0	0	0
MIR125A	0	0	0	0	0	0
MIR125B1	1	1	1	1	4	1
MIR125B2	0	0	0	0	0	0
MIR126	1	2	0	0	0	0
MIR1260A	0	0	0	0	0	0
MIR1260B	0	0	0	0	0	0
